ScGl_data_id,Site,Year,Tag,Transect,X-coord(m),Y-coord(m),Degrees,Direction,Height(cm),Width(cm),Fl,Br,Minis,PhotoNumber,Comments,X_coord_old,Y_coord_old
9661,"Atwell Gulch_108",2015,167,11,0.25,7.91,,,4.3,4.8,y,n,,,,0.25,7.91
1071,"Atwell Gulch_108",2009,173,11,0.55,12.7,,,3.7,5.9,y,n,,,"long black (unreadable)",0.55,12.7
1072,"Atwell Gulch_108",2010,173,11,0.55,12.7,,,3.4,6.2,y,n,,941,,0.55,12.7
1073,"Atwell Gulch_108",2011,173,11,0.55,12.7,,,3.7,6.6,y,n,,3810,,0.55,12.7
1070,"Atwell Gulch_108",2012,173,11,0.55,12.7,,,3.5,5.8,y,n,,,,0.55,12.7
6140,"Atwell Gulch_108",2013,173,11,0.55,12.7,,,4.9,6,y,n,,,,0.55,12.7
7813,"Atwell Gulch_108",2014,173,11,0.55,12.7,,,0,0,n,n,,,dead,0.55,12.7
9688,"Atwell Gulch_108",2015,173,11,0.55,12.7,,,0,0,n,n,,,dead,0.55,12.7
2672,"Atwell Gulch_108",2012,173.01,11,0.55,12.7,,,0.1,0.3,n,n,,,,0.55,12.7
6141,"Atwell Gulch_108",2013,173.01,11,0.55,12.7,,,1.5,0.6,n,n,,,,0.55,12.7
7814,"Atwell Gulch_108",2014,173.01,11,0.55,12.7,,,1.7,0.9,n,n,,center,,0.55,12.7
9689,"Atwell Gulch_108",2015,173.01,11,0.55,12.7,,,1.5,0.8,n,n,,,,0.55,12.7
2673,"Atwell Gulch_108",2012,173.02,11,0.55,12.7,,,0.1,0.3,n,n,,,,0.55,12.7
6142,"Atwell Gulch_108",2013,173.02,11,0.55,12.7,,,1.6,0.5,n,n,,,,0.55,12.7
7815,"Atwell Gulch_108",2014,173.02,11,0.55,12.7,,,1.6,1.1,n,n,,,,0.55,12.7
9690,"Atwell Gulch_108",2015,173.02,11,0.55,12.7,,,2.3,1.4,n,n,,,,0.55,12.7
2674,"Atwell Gulch_108",2012,173.03,11,0.55,12.7,,,0.1,0.3,n,n,,,,0.55,12.7
6143,"Atwell Gulch_108",2013,173.03,11,0.55,12.7,,,0.8,0.4,n,n,,,,0.55,12.7
7816,"Atwell Gulch_108",2014,173.03,11,0.55,12.7,,,1.1,0.7,n,n,,north,,0.55,12.7
9691,"Atwell Gulch_108",2015,173.03,11,0.55,12.7,,,1.8,1.2,n,n,,,,0.55,12.7
2675,"Atwell Gulch_108",2012,173.04,11,0.55,12.7,,,0.3,0.2,n,n,,,,0.55,12.7
6144,"Atwell Gulch_108",2013,173.04,11,0.55,12.7,,,1.2,0.5,n,n,,,,0.55,12.7
7817,"Atwell Gulch_108",2014,173.04,11,0.55,12.7,,,0,0,n,n,,,gone,0.55,12.7
9692,"Atwell Gulch_108",2015,173.04,11,0.55,12.7,,,0,0,n,n,,,dead,0.55,12.7
2676,"Atwell Gulch_108",2012,173.05,11,0.55,12.7,,,0.2,0.2,n,n,,,,0.55,12.7
6145,"Atwell Gulch_108",2013,173.05,11,0.55,12.7,,,1,0.5,n,n,,,,0.55,12.7
7818,"Atwell Gulch_108",2014,173.05,11,0.55,12.7,,,1.1,1.2,n,n,,,,0.55,12.7
9693,"Atwell Gulch_108",2015,173.05,11,0.55,12.7,,,0,0,n,n,,,dead,0.55,12.7
7407,"Atwell Gulch_108",2013,173.6,11,0.55,12.7,,,1.3,1,n,n,,,"12 cm so of 173 tag",0,0
7819,"Atwell Gulch_108",2014,173.6,11,0.55,12.7,,,1.2,1.5,n,n,,,,0,0
9694,"Atwell Gulch_108",2015,173.6,11,0.55,12.7,,,1.8,1,n,n,,,,0,0
1067,"Atwell Gulch_108",2009,180,11,0.81,12.5,,,2.4,4.1,y,n,,,,0.81,12.5
1069,"Atwell Gulch_108",2010,180,11,0.81,12.5,,,2.7,4.7,y,n,,940,,0.81,12.5
1068,"Atwell Gulch_108",2011,180,11,0.81,12.5,,,2.9,4.5,y,n,,3819,,0.81,12.5
1066,"Atwell Gulch_108",2012,180,11,0.81,12.5,,,2.6,3.9,y,n,,,,0.81,12.5
6139,"Atwell Gulch_108",2013,180,11,0.81,12.5,,,3.2,5,y,n,,,,0.81,12.5
7812,"Atwell Gulch_108",2014,180,11,0.81,12.5,,,2.3,4.8,y,n,,,,0.81,12.5
9687,"Atwell Gulch_108",2015,180,11,0.81,12.5,,,2.5,4.7,y,n,1,,,0.81,12.5
1058,"Atwell Gulch_108",2009,184,11,0.33,10.69,,,8.4,9.5,y,n,,,,0.33,10.69
1060,"Atwell Gulch_108",2010,184,11,0.33,10.69,,,9.8,10.1,y,n,,938,,0.33,10.69
1061,"Atwell Gulch_108",2011,184,11,0.33,10.69,,,8.9,10.6,y,n,,3808,,0.33,10.69
1059,"Atwell Gulch_108",2012,184,11,0.33,10.69,,,8.7,9.5,y,n,,,,0.33,10.69
6127,"Atwell Gulch_108",2013,184,11,0.33,10.69,,,11.1,10.3,y,n,1,,,0.33,10.69
7800,"Atwell Gulch_108",2014,184,11,0.33,10.69,,,8,9.8,y,n,,,"some scar marks",0.33,10.69
9674,"Atwell Gulch_108",2015,184,11,0.33,10.69,,,10.6,9.6,y,n,,,,0.33,10.69
9402,"Atwell Gulch_108",2014,184.01,11,0.33,10.69,,,2.1,0.7,n,n,,,,0,0
9675,"Atwell Gulch_108",2015,184.01,11,0.33,10.69,,,2.8,1.4,n,n,,,,0,0
1019,"Atwell Gulch_108",2009,189,11,0.41,2.22,,,2.7,4.2,y,n,,,,0.41,2.22
1018,"Atwell Gulch_108",2010,189,11,0.41,2.22,,,2.5,4,y,n,,923,,0.41,2.22
1021,"Atwell Gulch_108",2011,189,11,0.41,2.22,,,3.2,5.3,y,n,,3808,,0.41,2.22
1020,"Atwell Gulch_108",2012,189,11,0.41,2.22,,,2.4,4.6,y,n,,,,0.41,2.22
6108,"Atwell Gulch_108",2013,189,11,0.41,2.22,,,2.8,5.7,y,n,,,,0.41,2.22
7782,"Atwell Gulch_108",2014,189,11,0.41,2.22,,,2.6,5.4,y,n,,,,0.41,2.22
9652,"Atwell Gulch_108",2015,189,11,0.41,2.22,,,4,6.4,y,y,,,"top side damage",0.41,2.22
1023,"Atwell Gulch_108",2009,190,11,0.59,2.58,,,6.5,9.7,y,n,,,,0.59,2.58
1024,"Atwell Gulch_108",2010,190,11,0.59,2.58,,,8,10,y,n,,922,,0.59,2.58
1025,"Atwell Gulch_108",2011,190,11,0.59,2.58,,,8.2,10.1,y,n,,3804,,0.59,2.58
1022,"Atwell Gulch_108",2012,190,11,0.59,2.58,,,6.2,9.7,y,n,,,,0.59,2.58
6109,"Atwell Gulch_108",2013,190,11,0.59,2.58,,,8.5,11.5,y,n,2,,,0.59,2.58
7783,"Atwell Gulch_108",2014,190,11,0.59,2.58,,,8.5,10,y,n,,,,0.59,2.58
9653,"Atwell Gulch_108",2015,190,11,0.59,2.58,,,11.2,10.5,y,y,,,"top side damage",0.59,2.58
2340,"Atwell Gulch_108",2011,190.01,11,0.59,2.58,,,1.1,1.3,n,n,,,,0.59,2.58
2341,"Atwell Gulch_108",2012,190.01,11,0.59,2.58,,,0.5,1.5,n,n,,,,0.59,2.58
6110,"Atwell Gulch_108",2013,190.01,11,0.59,2.58,,,0,0,n,n,,,DEAD,0.59,2.58
9654,"Atwell Gulch_108",2015,190.01,11,0.59,2.58,,,0,0,n,n,,,dead,0.59,2.58
2342,"Atwell Gulch_108",2011,190.02,11,0.59,2.58,,,0.8,0.9,n,n,,,,0.59,2.58
2343,"Atwell Gulch_108",2012,190.02,11,0.59,2.58,,,0.5,1,n,n,,,,0.59,2.58
6111,"Atwell Gulch_108",2013,190.02,11,0.59,2.58,,,0.6,1,n,n,,,,0.59,2.58
7784,"Atwell Gulch_108",2014,190.02,11,0.59,2.58,,,1,1.2,n,n,,,,0.59,2.58
9655,"Atwell Gulch_108",2015,190.02,11,0.59,2.58,,,1.1,2,n,n,,,,0.59,2.58
2344,"Atwell Gulch_108",2011,190.03,11,0.59,2.58,,,1.1,0.7,n,n,,,,0.59,2.58
2345,"Atwell Gulch_108",2012,190.03,11,0.59,2.58,,,0.5,0.9,n,n,,,,0.59,2.58
6112,"Atwell Gulch_108",2013,190.03,11,0.59,2.58,,,0,0,n,n,,,GONE,0.59,2.58
7785,"Atwell Gulch_108",2014,190.03,11,0.59,2.58,,,1.1,1,n,n,,,,0.59,2.58
9656,"Atwell Gulch_108",2015,190.03,11,0.59,2.58,,,0.7,1.1,n,n,,,,0.59,2.58
2346,"Atwell Gulch_108",2011,190.04,11,0.59,2.58,,,0.9,1.3,n,n,,,,0.59,2.58
2347,"Atwell Gulch_108",2012,190.04,11,0.59,2.58,,,0.8,1.4,n,n,,,,0.59,2.58
6113,"Atwell Gulch_108",2013,190.04,11,0.59,2.58,,,0.6,0.8,n,n,,,,0.59,2.58
7786,"Atwell Gulch_108",2014,190.04,11,0.59,2.58,,,1.1,1.6,n,n,,,,0.59,2.58
9657,"Atwell Gulch_108",2015,190.04,11,0.59,2.58,,,1.1,1.6,n,n,,,,0.59,2.58
2669,"Atwell Gulch_108",2012,190.05,11,0.59,2.58,,,0.3,0.4,n,n,,,,0.59,2.58
6114,"Atwell Gulch_108",2013,190.05,11,0.59,2.58,,,0.8,0.8,n,n,,,,0.59,2.58
7787,"Atwell Gulch_108",2014,190.05,11,0.59,2.58,,,0.5,1.5,n,n,,,,0.59,2.58
9658,"Atwell Gulch_108",2015,190.05,11,0.59,2.58,,,1.4,1.4,n,n,,,,0.59,2.58
2670,"Atwell Gulch_108",2012,190.06,11,0.59,2.58,,,0.4,0.3,n,n,,,,0.59,2.58
6115,"Atwell Gulch_108",2013,190.06,11,0.59,2.58,,,1,0.8,n,n,,,,0.59,2.58
7788,"Atwell Gulch_108",2014,190.06,11,0.59,2.58,,,1.8,1.2,n,n,,,,0.59,2.58
9659,"Atwell Gulch_108",2015,190.06,11,0.59,2.58,,,0,0,n,n,,,dead,0.59,2.58
1034,"Atwell Gulch_108",2009,191,11,0.19,8.19,,,5.3,5.3,y,n,,,,0.19,8.19
1035,"Atwell Gulch_108",2010,191,11,0.19,8.19,,,6,6.5,y,n,,925,,0.19,8.19
1037,"Atwell Gulch_108",2011,191,11,0.19,8.19,,,6.2,7.7,y,n,,3806,,0.19,8.19
1036,"Atwell Gulch_108",2012,191,11,0.19,8.19,,,4.8,6.8,y,n,,,,0.19,8.19
6119,"Atwell Gulch_108",2013,191,11,0.19,8.19,,,6.5,7.5,y,n,,,,0.19,8.19
7792,"Atwell Gulch_108",2014,191,11,0.19,8.19,,,5.5,7.2,y,n,,,,0.19,8.19
9664,"Atwell Gulch_108",2015,191,11,0.19,8.19,,,7.6,7.3,y,n,,,,0.19,8.19
2671,"Atwell Gulch_108",2012,191.01,11,0.19,8.19,,,0.6,0.5,n,n,,,,0.19,8.19
6120,"Atwell Gulch_108",2013,191.01,11,0.19,8.19,,,2.2,1,n,n,,,,0.19,8.19
7793,"Atwell Gulch_108",2014,191.01,11,0.19,8.19,,,0,0,n,n,,,"not found",0.19,8.19
9665,"Atwell Gulch_108",2015,191.01,11,0.19,8.19,,,0,0,n,n,,,dead,0.19,8.19
1026,"Atwell Gulch_108",2009,192,11,0.42,7.58,,,2,3.4,y,n,,,,0.42,7.58
1028,"Atwell Gulch_108",2010,192,11,0.42,7.58,,,2.1,4.7,y,n,,945,"stepped on in 2010",0.42,7.58
1029,"Atwell Gulch_108",2011,192,11,0.42,7.58,,,2.7,5,y,n,,3822,,0.42,7.58
1027,"Atwell Gulch_108",2012,192,11,0.42,7.58,,,2.9,4.6,y,n,,,,0.42,7.58
6116,"Atwell Gulch_108",2013,192,11,0.42,7.58,,,4.5,6,y,n,,"at 7.25 meters",,0.42,7.58
7789,"Atwell Gulch_108",2014,192,11,0.42,7.58,,,0,0,n,n,,,dead,0.42,7.58
9660,"Atwell Gulch_108",2015,192,11,0.42,7.58,,,0,0,n,n,,,dead,0.42,7.58
2353,"Atwell Gulch_108",2011,200,11,0.14,12.1,,,3.8,7,n,n,10,3809,"+ ten seedlings",0.14,12.1
2352,"Atwell Gulch_108",2012,200,11,0.14,12.1,,,5.1,6.6,y,n,,,,0.14,12.1
6128,"Atwell Gulch_108",2013,200,11,0.14,12.1,,,7.3,7.2,y,n,1,,,0.14,12.1
7801,"Atwell Gulch_108",2014,200,11,0.14,12.1,,,4.7,6.8,y,n,1,,,0.14,12.1
9676,"Atwell Gulch_108",2015,200,11,0.14,12.1,,,6.4,7.2,y,n,6,,,0.14,12.1
2609,"Atwell Gulch_108",2011,200.01,11,0.14,12.1,,,0.3,0.3,n,n,,,seeding,0.14,12.1
2610,"Atwell Gulch_108",2012,200.01,11,0.14,12.1,,,0.4,0.3,n,n,,,,0.14,12.1
6129,"Atwell Gulch_108",2013,200.01,11,0.14,12.1,,,0.8,0.9,n,n,,,,0.14,12.1
7802,"Atwell Gulch_108",2014,200.01,11,0.14,12.1,,,0.7,0.8,n,n,,,,0.14,12.1
9677,"Atwell Gulch_108",2015,200.01,11,0.14,12.1,,,2.1,1.2,n,n,,,,0.14,12.1
2612,"Atwell Gulch_108",2011,200.02,11,0.14,12.1,,,0.3,0.3,n,n,,,seedling,0.14,12.1
2611,"Atwell Gulch_108",2012,200.02,11,0.14,12.1,,,0.3,0.2,n,n,,,,0.14,12.1
6130,"Atwell Gulch_108",2013,200.02,11,0.14,12.1,,,1,0.9,n,n,,,,0.14,12.1
7803,"Atwell Gulch_108",2014,200.02,11,0.14,12.1,,,0.2,0.3,n,n,,,,0.14,12.1
9678,"Atwell Gulch_108",2015,200.02,11,0.14,12.1,,,1.2,1.1,n,n,,,,0.14,12.1
2613,"Atwell Gulch_108",2011,200.03,11,0.14,12.1,,,0.3,0.3,n,n,,,,0.14,12.1
2614,"Atwell Gulch_108",2012,200.03,11,0.14,12.1,,,0.4,0.4,n,n,,,,0.14,12.1
6131,"Atwell Gulch_108",2013,200.03,11,0.14,12.1,,,0.6,0.3,n,n,,,,0.14,12.1
7804,"Atwell Gulch_108",2014,200.03,11,0.14,12.1,,,0.3,0.3,n,n,,,,0.14,12.1
9679,"Atwell Gulch_108",2015,200.03,11,0.14,12.1,,,1.4,1,n,n,,,,0.14,12.1
2615,"Atwell Gulch_108",2011,200.04,11,0.14,12.1,,,0.3,0.3,n,n,,,seedling,0.14,12.1
2616,"Atwell Gulch_108",2012,200.04,11,0.14,12.1,,,0.3,0.3,n,n,,,,0.14,12.1
6132,"Atwell Gulch_108",2013,200.04,11,0.14,12.1,,,1,0.6,n,n,,,,0.14,12.1
7805,"Atwell Gulch_108",2014,200.04,11,0.14,12.1,,,0.2,0.3,n,n,,,,0.14,12.1
9680,"Atwell Gulch_108",2015,200.04,11,0.14,12.1,,,0.9,0.5,n,n,,,,0.14,12.1
2618,"Atwell Gulch_108",2011,200.05,11,0.14,12.1,,,0.3,0.3,n,n,,,seedling,0.14,12.1
2617,"Atwell Gulch_108",2012,200.05,11,0.14,12.1,,,0.2,0.2,n,n,,,,0.14,12.1
6133,"Atwell Gulch_108",2013,200.05,11,0.14,12.1,,,1,0.6,n,n,,,,0.14,12.1
7806,"Atwell Gulch_108",2014,200.05,11,0.14,12.1,,,0.2,0.3,n,n,,,,0.14,12.1
9681,"Atwell Gulch_108",2015,200.05,11,0.14,12.1,,,1,1.1,n,n,,,,0.14,12.1
2619,"Atwell Gulch_108",2011,200.06,11,0.14,12.1,,,0.3,0.3,n,n,,,seedling,0.14,12.1
2620,"Atwell Gulch_108",2012,200.06,11,0.14,12.1,,,0.3,0.3,n,n,,,,0.14,12.1
6134,"Atwell Gulch_108",2013,200.06,11,0.14,12.1,,,1,0.5,n,n,,,,0.14,12.1
7807,"Atwell Gulch_108",2014,200.06,11,0.14,12.1,,,0.2,0.2,n,n,,,,0.14,12.1
9682,"Atwell Gulch_108",2015,200.06,11,0.14,12.1,,,1.2,1.2,n,n,,,,0.14,12.1
2622,"Atwell Gulch_108",2011,200.07,11,0.14,12.1,,,0.3,0.3,n,n,,,seedling,0.14,12.1
2621,"Atwell Gulch_108",2012,200.07,11,0.14,12.1,,,0.2,0.2,n,n,,,,0.14,12.1
6135,"Atwell Gulch_108",2013,200.07,11,0.14,12.1,,,1.5,0.7,n,n,,,,0.14,12.1
7808,"Atwell Gulch_108",2014,200.07,11,0.14,12.1,,,0.6,0.5,n,n,,,,0.14,12.1
9683,"Atwell Gulch_108",2015,200.07,11,0.14,12.1,,,1,0.9,n,n,,,,0.14,12.1
2623,"Atwell Gulch_108",2011,200.08,11,0.14,12.1,,,0.3,0.3,n,n,,,seedling,0.14,12.1
2624,"Atwell Gulch_108",2012,200.08,11,0.14,12.1,,,0.4,0.3,n,n,,,,0.14,12.1
6136,"Atwell Gulch_108",2013,200.08,11,0.14,12.1,,,1.4,0.6,n,n,,,,0.14,12.1
7809,"Atwell Gulch_108",2014,200.08,11,0.14,12.1,,,0.5,0.4,n,n,,,,0.14,12.1
9684,"Atwell Gulch_108",2015,200.08,11,0.14,12.1,,,1,1.1,n,n,,,,0.14,12.1
2626,"Atwell Gulch_108",2011,200.09,11,0.14,12.1,,,0.3,0.3,n,n,,,seedling,0.14,12.1
2625,"Atwell Gulch_108",2012,200.09,11,0.14,12.1,,,0.2,0.2,n,n,,,,0.14,12.1
6137,"Atwell Gulch_108",2013,200.09,11,0.14,12.1,,,1.1,0.5,n,n,,,,0.14,12.1
7810,"Atwell Gulch_108",2014,200.09,11,0.14,12.1,,,0.6,0.4,n,n,,,,0.14,12.1
9685,"Atwell Gulch_108",2015,200.09,11,0.14,12.1,,,1.6,0.9,n,n,,,,0.14,12.1
2627,"Atwell Gulch_108",2011,200.1,11,0.14,12.1,,,0.3,0.3,n,n,,,seedling,0.14,12.1
2628,"Atwell Gulch_108",2012,200.1,11,0.14,12.1,,,0.4,0.3,n,n,,,,0.14,12.1
6138,"Atwell Gulch_108",2013,200.1,11,0.14,12.1,,,1.6,0.8,n,n,,,,0.14,12.1
7811,"Atwell Gulch_108",2014,200.1,11,0.14,12.1,,,0.6,0.4,n,n,,,,0.14,12.1
9686,"Atwell Gulch_108",2015,200.1,11,0.14,12.1,,,1.8,0.9,n,n,,,,0.14,12.1
1082,"Atwell Gulch_108",2009,243,11,0.6,14,,,2.3,3.9,y,n,,,,0.6,14
1084,"Atwell Gulch_108",2010,243,11,0.6,14,,,2.4,4.5,y,n,,943,,0.6,14
1085,"Atwell Gulch_108",2011,243,11,0.6,14,,,2.7,4.7,y,n,,3811,,0.6,14
1083,"Atwell Gulch_108",2012,243,11,0.6,14,,,2.1,4.4,n,n,,,,0.6,14
6152,"Atwell Gulch_108",2013,243,11,0.6,14,,,3.4,5.1,y,n,1,,,0.6,14
7826,"Atwell Gulch_108",2014,243,11,0.6,14,,,3.6,5,y,n,,,,0.6,14
9703,"Atwell Gulch_108",2015,243,11,0.6,14,,,3.9,5,y,n,,,,0.6,14
11123,"Atwell Gulch_108",2015,243.01,11,0.6,14,,,1,0.5,n,n,,,,0,0
1079,"Atwell Gulch_108",2009,248,11,0.81,13.92,,,2.7,4.7,y,n,,"1612, 1613",,0.81,13.92
1080,"Atwell Gulch_108",2010,248,11,0.81,13.92,,,2.6,4.8,y,n,,944,,0.81,13.92
1081,"Atwell Gulch_108",2011,248,11,0.81,13.92,,,3,5,y,n,,3812,,0.81,13.92
1078,"Atwell Gulch_108",2012,248,11,0.81,13.92,,,2.5,4.6,y,n,,,,0.81,13.92
6151,"Atwell Gulch_108",2013,248,11,0.81,13.92,,,3.4,5,y,n,,,,0.81,13.92
7825,"Atwell Gulch_108",2014,248,11,0.81,13.92,,,3.1,5.4,y,n,,,,0.81,13.92
9702,"Atwell Gulch_108",2015,248,11,0.81,13.92,,,3.2,5.6,y,n,,,,0.81,13.92
11124,"Atwell Gulch_108",2015,248.01,11,0.81,13.92,,,1.4,0.6,n,n,,,,0,0
1039,"Atwell Gulch_108",2009,260,11,0.07,9.5,,,8.2,8.1,n,n,,,,0.07,9.5
1038,"Atwell Gulch_108",2010,260,11,0.07,9.5,,,8,8,y,n,,936,,0.07,9.5
1040,"Atwell Gulch_108",2011,260,11,0.07,9.5,,,7.8,8.7,y,n,,3807,"buds looked strange",0.07,9.5
1041,"Atwell Gulch_108",2012,260,11,0.07,9.5,,,,,n,n,,,DEAD,0.07,9.5
6121,"Atwell Gulch_108",2013,260,11,0.07,9.5,,,0,0,n,n,,,DEAD,0.07,9.5
7795,"Atwell Gulch_108",2014,260,11,0.07,9.5,,,0,0,n,n,,,10:00,0.07,9.5
9667,"Atwell Gulch_108",2015,260,11,0.07,9.5,,,0,0,n,n,,,dead,0.07,9.5
1043,"Atwell Gulch_108",2009,260.01,11,0.07,9.5,,,2.6,3.7,y,n,,,,0.07,9.5
1042,"Atwell Gulch_108",2010,260.01,11,0.07,9.5,,,4.5,3.5,y,n,,937,"clockwise from tag",0.07,9.5
1045,"Atwell Gulch_108",2011,260.01,11,0.07,9.5,,,4.4,5.3,y,n,,3807,,0.07,9.5
1044,"Atwell Gulch_108",2012,260.01,11,0.07,9.5,,,4.2,4.7,y,n,,,,0.07,9.5
6122,"Atwell Gulch_108",2013,260.01,11,0.07,9.5,,,5.2,4.7,y,n,,,,0.07,9.5
7796,"Atwell Gulch_108",2014,260.01,11,0.07,9.5,,,3.4,4.3,y,n,,,,0.07,9.5
9668,"Atwell Gulch_108",2015,260.01,11,0.07,9.5,,,6.4,5.2,n,n,,,,0.07,9.5
1046,"Atwell Gulch_108",2009,260.02,11,0.07,9.5,,,2.6,3.4,y,n,,,,0.07,9.5
1047,"Atwell Gulch_108",2010,260.02,11,0.07,9.5,,,3.5,4,y,n,,937,,0.07,9.5
1049,"Atwell Gulch_108",2011,260.02,11,0.07,9.5,,,6,5.7,y,n,,3807,,0.07,9.5
1048,"Atwell Gulch_108",2012,260.02,11,0.07,9.5,,,4.3,4.6,n,n,,,,0.07,9.5
6123,"Atwell Gulch_108",2013,260.02,11,0.07,9.5,,,5.3,4.4,y,n,,,,0.07,9.5
7797,"Atwell Gulch_108",2014,260.02,11,0.07,9.5,,,6.1,4.5,n,n,,,,0.07,9.5
9669,"Atwell Gulch_108",2015,260.02,11,0.07,9.5,,,6.4,4.2,y,n,,,,0.07,9.5
1050,"Atwell Gulch_108",2009,260.03,11,0.07,9.5,,,2.6,3.6,y,n,,,,0.07,9.5
1051,"Atwell Gulch_108",2010,260.03,11,0.07,9.5,,,3.7,4,n,n,,937,,0.07,9.5
1053,"Atwell Gulch_108",2011,260.03,11,0.07,9.5,,,4.6,5.2,y,n,,3807,,0.07,9.5
1052,"Atwell Gulch_108",2012,260.03,11,0.07,9.5,,,6.5,5.1,y,n,,,,0.07,9.5
6124,"Atwell Gulch_108",2013,260.03,11,0.07,9.5,,,7.8,5,y,n,,,,0.07,9.5
7798,"Atwell Gulch_108",2014,260.03,11,0.07,9.5,,,6.5,5.3,y,n,,,,0.07,9.5
9670,"Atwell Gulch_108",2015,260.03,11,0.07,9.5,,,8.2,6.1,n,n,,,,0.07,9.5
1055,"Atwell Gulch_108",2009,260.04,11,0.07,9.5,,,2.2,2.6,n,n,,,,0.07,9.5
1054,"Atwell Gulch_108",2010,260.04,11,0.07,9.5,,,3,2,n,n,,937,,0.07,9.5
1057,"Atwell Gulch_108",2011,260.04,11,0.07,9.5,,,3.2,3.8,n,n,,3807,,0.07,9.5
1056,"Atwell Gulch_108",2012,260.04,11,0.07,9.5,,,3.4,3.5,y,y,,,,0.07,9.5
6125,"Atwell Gulch_108",2013,260.04,11,0.07,9.5,,,4.6,3.6,y,n,,,,0.07,9.5
7799,"Atwell Gulch_108",2014,260.04,11,0.07,9.5,,,2.8,3.6,n,n,,,7:00,0.07,9.5
9671,"Atwell Gulch_108",2015,260.04,11,0.07,9.5,,,3.7,4.4,n,n,,,,0.07,9.5
1855,"Atwell Gulch_108",2010,260.05,11,0.07,9.5,,,0.3,0.5,n,n,,937,,0.07,9.5
1857,"Atwell Gulch_108",2011,260.05,11,0.07,9.5,,,1.5,0.9,n,n,,3807,,0.07,9.5
1856,"Atwell Gulch_108",2012,260.05,11,0.07,9.5,,,1.6,0.7,n,n,,,,0.07,9.5
6126,"Atwell Gulch_108",2013,260.05,11,0.07,9.5,,,1.7,0.5,n,n,,,"Possibly dead",0.07,9.5
9672,"Atwell Gulch_108",2015,260.05,11,0.07,9.5,,,0,0,n,n,,,dead,0.07,9.5
1859,"Atwell Gulch_108",2010,260.06,11,0.07,9.5,,,0.5,0.5,n,n,,937,"and other little ones",0.07,9.5
1858,"Atwell Gulch_108",2011,260.06,11,0.07,9.5,,,,,n,n,,,gone,0.07,9.5
1860,"Atwell Gulch_108",2012,260.06,11,0.07,9.5,,,,,n,n,,,"gone
gone
gone",0.07,9.5
9673,"Atwell Gulch_108",2015,260.06,11,0.07,9.5,,,0,0,n,n,,,dead,0.07,9.5
1074,"Atwell Gulch_108",2009,280,11,0.9,12.86,,,3.2,6.2,y,n,,,,0.9,12.86
1075,"Atwell Gulch_108",2010,280,11,0.9,12.86,,,3.5,6.3,y,n,,942,,0.9,12.86
1077,"Atwell Gulch_108",2011,280,11,0.9,12.86,,,3.4,6.6,y,n,,3820,,0.9,12.86
1076,"Atwell Gulch_108",2012,280,11,0.9,12.86,,,2.7,6.5,y,n,,,,0.9,12.86
6146,"Atwell Gulch_108",2013,280,11,0.9,12.86,,,4.5,7.3,y,n,,,,0.9,12.86
7820,"Atwell Gulch_108",2014,280,11,0.9,12.86,,,4.3,7,y,n,,,,0.9,12.86
9695,"Atwell Gulch_108",2015,280,11,0.9,12.86,,,3.1,7.1,y,n,,,"15cm - pin",0.9,12.86
2348,"Atwell Gulch_108",2011,280.01,11,1,12.86,,,0.6,0.8,n,n,,3820,,0.6,12.86
2349,"Atwell Gulch_108",2012,280.01,11,1,12.86,,,1,1,n,n,,,,0.6,12.86
9696,"Atwell Gulch_108",2015,280.01,11,1,12.86,,,0,0,n,n,,,dead,0.6,12.86
2350,"Atwell Gulch_108",2011,280.02,11,0.9,12.86,,,1.5,1.8,n,n,,3821,,0.9,12.86
2351,"Atwell Gulch_108",2012,280.02,11,0.9,12.86,,,1.6,2.2,n,n,,,,0.9,12.86
6147,"Atwell Gulch_108",2013,280.02,11,0.9,12.86,,,1.8,2.5,n,n,,,,0.9,12.86
7821,"Atwell Gulch_108",2014,280.02,11,0.9,12.86,,,1.5,2.8,n,n,,,,0.9,12.86
9697,"Atwell Gulch_108",2015,280.02,11,0.9,12.86,,,1.7,1.5,n,n,,,,0.9,12.86
2677,"Atwell Gulch_108",2012,280.03,11,0.9,12.86,,,0.2,0.2,n,n,,,,0.9,12.86
6148,"Atwell Gulch_108",2013,280.03,11,0.9,12.86,,,1.1,0.7,n,n,,,,0.9,12.86
7822,"Atwell Gulch_108",2014,280.03,11,0.9,12.86,,,0.9,0.6,n,n,,,,0.9,12.86
9698,"Atwell Gulch_108",2015,280.03,11,0.9,12.86,,,1.1,1,n,n,,,,0.9,12.86
2678,"Atwell Gulch_108",2012,280.04,11,0.9,12.86,,,0.3,0.1,n,n,,,,0.9,12.86
6149,"Atwell Gulch_108",2013,280.04,11,0.9,12.86,,,0,0,n,n,,,"nothing found",0.9,12.86
7823,"Atwell Gulch_108",2014,280.04,11,0.9,12.86,,,0,0,n,n,,,nothing,0.9,12.86
9699,"Atwell Gulch_108",2015,280.04,11,0.9,12.86,,,0,0,n,n,,,dead,0.9,12.86
2679,"Atwell Gulch_108",2012,280.05,11,0.9,12.86,,,0.3,0.2,n,n,,,,0.9,12.86
6150,"Atwell Gulch_108",2013,280.05,11,0.9,12.86,,,0.5,1.1,y,n,,,"nothing found",0.9,12.86
